record_type,ingredient_id,product_id,name_kr,name_en_or_brand,summary_text,benefit_text,caution_text,usage_reason_text,caution_group_text,combo_recommendation,product_summary_one_liner,product_composition_text,generated_at
ingredient,1149,,소듐아세틸레이티드하이알루로네이트,Sodium Acetylated Hyaluronate,소듐아세틸레이티드하이알루로네이트는 피부에 수분을 유지하는 데 도움을 주는 성분입니다.,피부에 수분을 오래 유지시켜 건강한 피부를 유지할 수 있습니다.,,이 제품은 수분을 유지해 피부의 건강을 지키기 위해 이 성분을 포함했습니다.,,,,,2026-08-25T01:24:10.224866
ingredient,2884,,다마스크장미꽃수,Rosa Damascena Flower Water,다마스크장미꽃수는 피부에 자극을 줄이고 수분을 보충하는 역할을 합니다.,피부에 부드러움과 수분감을 제공해 건강한 피부를 유지할 수 있어요.,,이 제품은 피부 진정과 수분 보충을 위해 선택적으로 배합되었습니다.,,,,,2026-08-25T09:47:59.258770
ingredient,1530,,시트릭애씨드,Citric Acid,"시트릭애씨드는 제품의 pH를 조절하고, 금속이온을 제거하며 향을 부여하는 역할을 합니다.","피부에 부드러운 향을 제공하며, pH 균형을 유지해 피부 건강을 도와줍니다.",,이 제품은 pH 조절과 향을 위해 시트릭애씨드를 포함하고 있습니다.,민감성 피부는 주의가 필요해요,,,,2026-08-25T09:48:30.468752
ingredient,586,,부틸렌글라이콜,Butylene Glycol,부틸렌글라이콜은 제품의 텍스처를 가볍게 하고 피부에 부드러운 감각을 제공하는 성분입니다.,"피부에 부드러운 감각을 주고, 사용 시 촉촉함을 느낄 수 있습니다.",,"이 제품은 피부를 부드럽게 하고, 사용 시 촉촉함을 주는 데 사용됩니다.",,,,,2026-08-25T09:49:45.530322
ingredient,1775,,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,이 성분은 제품의 유화 안정화와 점도 증가에 도움을 줍니다.,제품의 사용감을 자연스럽게 개선해 줍니다.,,제품의 수분 보습과 진정 효과를 보완하기 위해 사용되었습니다.,,,,,2026-08-25T09:49:54.686213
ingredient,2070,,에틸헥실글리세린,Ethylhexylglycerin,피부를 부드럽게 하고 탄력을 되찾아 건조한 피부를 개선해 줍니다.,피부의 건조함을 줄여 매끄럽고 촉촉한 느낌을 제공합니다.,,이 제품의 진정과 미백 효과를 보완하며 피부의 탄력을 유지하기 위해 사용됩니다.,,,,,2026-08-25T09:49:59.020044
ingredient,3289,,트로메타민,Tromethamine,트로메타민은 제품의 pH를 조절하고 향을 부여하는 역할을 합니다.,"제품의 사용감을 향상시키고, 피부에 부드러운 향을 제공합니다.",,"제품의 pH 균형을 유지하고, 사용 시 향을 더 자연스럽게 표현하기 위해 사용됩니다.",,,,,2026-08-25T09:50:03.470100
ingredient,2631,,잔탄검,Xanthan Gum,잔탄검은 제품의 텍스처를 개선하고 피부를 부드럽게 하는 역할을 합니다.,"피부의 건조함을 줄이고, 사용 시 촉촉한 감각을 제공합니다.",,"이 제품은 피부를 부드럽게 하고, 제품의 일관성을 유지하기 위해 사용되었습니다.",,,,,2026-08-25T09:50:07.704272
ingredient,5079,,다이소듐이디티에이,Disodium EDTA,다이소듐이디티에이 제품 내 금속이온을 불활성화하여 화장품 성분이 침전되는 것을 방지합니다.,제품의 안정성을 높여 피부에 더 오래 지속되도록 도와줍니다.,,제품의 성분이 효과적으로 작용하도록 금속이온의 영향을 제거하기 위해 사용되었습니다.,,,,,2026-08-25T09:50:12.417396
ingredient,734,,비피다발효용해물,Bifida Ferment Lysate,비피다발효용해물은 피부를 컨디셔닝해 건조와 손상에 대응하는 성분입니다.,피부 탄력과 수분을 유지해 건강한 피부 상태를 도와줍니다.,,이 제품은 피부 진정과 미백을 위한 효과를 위해 포함되었습니다.,,,,,2026-08-25T09:50:21.075253
ingredient,2088,,에탄올,Alcohol,"에탄올은 기포를 줄이고 피부를 조이는 느낌을 줄여주는 성분으로, 제품의 텍스처를 가볍게 만들어줍니다.",피부에 가벼운 무게감을 줄여 사용감을 개선해줍니다.,,"제품의 텍스처를 가볍게 하고, 사용 시 피부에 조이는 느낌을 줄이기 위해 사용되었습니다.","복합성, 건성, 민감성 피부는 고농도 사용 시 장벽 손상이 발생할 수 있으니 주의가 필요해요.",,,,2026-08-25T09:50:27.056525
ingredient,1836,,알로에베라잎추출물,"Aloe Barbadensis Leaf Extract,Aloe Vera Leaf Extract","알로에베라잎추출물은 피부를 보습하고, 산화를 방지하며, 피부를 부드럽게 하는 역할을 합니다.",피부에 수분을 공급해 건강하고 윤기 있는 피부를 유지할 수 있습니다.,,이 제품은 피부를 보습하고 탄력을 높여 건강한 피부를 유지하기 위해 사용되었습니다.,,,,,2026-08-25T09:50:31.718782
ingredient,3953,,프로판다이올,Propanediol,"프로판다이올은 제품의 점도를 낮추고, 다른 성분을 잘 녹이는 용제 역할을 합니다.","피부에 부드러운 감촉을 제공하며, 제품의 텍스처를 가볍게 해줍니다.",,이 제품의 수렴제 및 보습 효과를 높이기 위해 사용되었습니다.,,,,,2026-08-25T09:50:36.191563
ingredient,2681,,정제수,"Water,Aqua",정제수는 제품의 기반으로 사용되며 피부를 컨디셔닝하고 수분을 유지하는 데 도움을 줍니다.,피부의 탄력과 수분을 유지해 건강한 피부를 유지할 수 있습니다.,,이 제품의 수렴제 및 보습 기능을 효과적으로 전달하기 위해 사용되었습니다.,,,,,2026-08-25T09:50:40.660512
ingredient,2430,,아이소노닐아이소노나노에이트,Isononyl Isononanoate,피부를 부드럽고 매끄럽게 만들어주는 역할을 합니다.,피부에 윤활제 효과로 부드러움을 선사합니다.,,제품의 유연성과 피부 컨디셔닝 효과를 높이기 위해 사용되었습니다.,,,,,2026-08-25T09:50:44.513526
ingredient,5933,,폴리글리세릴-4카프레이트,Polyglyceryl-4 Caprate,"피부를 부드럽게 하고 윤활제 역할을 하며, 유화제로 사용되어 제품의 균일한 텍스처를 도와줍니다.",피부가 부드럽고 매끄러워 보이는 효과를 줍니다.,,제품의 유화제 역할을 통해 균일한 텍스처를 제공하고 피부를 부드럽게 하기 위해 사용되었습니다.,,,,,2026-08-25T09:50:49.308657
ingredient,2896,,카프릴릭/카프릭트라이글리세라이드,Caprylic/Capric Triglyceride,"피부 표면에 장벽을 형성하여 수분 손실을 늦추고, 제품의 향을 부여하는 역할을 합니다.",피부에 수분을 오래 유지시켜 건강한 피부를 도와줍니다.,,제품의 향을 부여하고 피부에 수분을 오래 유지시키기 위해 사용되었습니다.,,,,,2026-08-25T09:50:53.923207
ingredient,6259,,트라넥사믹애씨드,Tranexamic Acid,"트라넥사믹애씨드는 피부를 부드럽게 하고 탄력을 되찾는 성분으로, 피부의 건조와 손상을 개선해줍니다.","피부의 탄력과 수분을 유지해 주며, 피부의 외관을 개선해줍니다.",,피부의 건조와 손상을 줄이고 탄력을 회복시키기 위해 이 제품에 포함되어 있습니다.,,나이아신아마이드와 함께 사용하면 미백 효과를 더욱 높여주는 시너지 효과가 있어요. 실제 임상시험에서도 색소침착 개선 효과가 확인됐어요.,,,2026-08-25T09:51:24.905075
ingredient,5145,,다이에톡시에틸석시네이트,Diethoxyethyl Succinate,"다이에톡시에틸석시네이트는 용제 역할을 하며, 다른 성분을 균일하게 혼합하여 제품의 안정성을 높이는 데 기여합니다.",제품의 성분이 균일하게 분배되어 피부에 더 효과적으로 작용할 수 있도록 돕습니다.,,"이 제품은 수분과 미백을 목표로 하기 때문에, 다른 성분과 잘 섞이도록 돕는 용제 역할을 합니다.",,,,,2026-08-25T09:51:30.444145
ingredient,1877,,알부틴,Arbutin,"알부틴은 피부를 희게 하고, 산화를 방지하며 피부의 탄력을 유지하는 성분입니다.","피부를 밝게 하고, 건강한 피부 상태를 유지할 수 있습니다.",,이 제품은 미백과 피부 보호를 위해 알부틴을 포함하고 있습니다.,,,,,2026-08-25T09:51:34.645405
ingredient,3605,,펜틸렌글라이콜,Pentylene Glycol,펜틸렌글라이콜은 제품의 텍스처를 개선하고 피부를 부드럽게 하는 역할을 합니다.,피부의 건조함을 줄여 매끄럽고 부드러운 감촉을 제공합니다.,,이 제품의 수분 보충과 피부 컨디셔닝 목적에 부합하기 위해 사용되었습니다.,,,,,2026-08-25T09:51:39.051853
ingredient,476,,베타인살리실레이트,Betaine Salicylate,피부 표면의 죽은 피부 세포를 제거하는 데 도움을 줍니다.,각질을 정돈해 피부의 매끄러움을 높이는 효과가 있어요.,,이 제품은 각질 제거를 통해 피부의 투명도와 수분 함량을 개선하기 위해 사용되죠.,,,,,2026-08-25T09:51:43.558225
ingredient,4510,,하이드로제네이티드레시틴,Hydrogenated Lecithin,"하이드로제네이티드레시틴은 피부를 부드럽게 하고, 유화제 역할을 하며, 고체 입자의 분산을 돕는 성분입니다.","피부의 탄력을 회복시키고, 건조함을 개선해 주는 효과가 있습니다.",,"이 제품은 피부를 부드럽게 하고, 수분을 유지하는 데 도움을 주기 위해 포함되었습니다.",,,,,2026-08-25T09:52:06.248950
ingredient,2692,,젤란검,Gellan Gum,"젤란검은 제품의 수성 부분 점도를 증가시키고, 유화의 안정화에 도움을 줍니다.",제품의 텍스처를 부드럽게 해주어 발림성을 개선해줍니다.,,이 제품의 수분 보습과 미백 효과를 안정적으로 유지하기 위해 사용되었습니다.,,,,,2026-08-25T09:52:10.670313
ingredient,90,,퀸즈랜드넛오일,Macadamia Integrifolia Seed Oil,피부 표면에 장벽을 형성하여 수분 손실을 늦추는 성분입니다.,피부에 수분을 오래 유지해 건강한 피부를 지켜줍니다.,,제품의 수분 보존 및 피부 컨디셔닝을 돕기 위해 사용되었습니다.,,,,,2026-08-25T09:52:14.722718
ingredient,2296,,올리브오일,Olea Europaea (Olive) Fruit Oil,"올리브오일은 피부에 향을 더하고, 피부 표면에 보호막을 형성해 수분 손실을 줄이는 역할을 합니다.","피부에 부드러운 향을 줄 뿐 아니라, 수분을 오래 유지해 피부를 건강하게 관리할 수 있습니다.",,"이 제품은 수분과 미백을 위한 효과를 위해, 피부에 보호막을 형성하는 기능을 가진 올리브오일을 포함하고 있습니다.",,,,,2026-08-25T09:52:20.487271
ingredient,4897,,호호바씨오일,Simmondsia Chinensis (Jojoba) Seed Oil,"호호바씨오일은 피부에 보습과 컨디셔닝 효과를 주며, 모발의 건강을 개선하는 성분입니다.",피부와 모발에 수분을 공급해 건강한 상태를 유지할 수 있어요.,,"이 제품에서는 피부의 수분 손실을 줄이고, 모발의 유연성과 광택을 증진시키기 위해 사용했어요.",,,,,2026-08-25T09:52:25.559038
ingredient,1233,,소듐파이테이트,Sodium Phytate,소듐파이테이트는 금속이온을 불활성화하여 화장품에 침전하지 않도록 하는 성분입니다.,화장품의 안정성을 높여 피부에 더 오래 지속되도록 도와줍니다.,,이 제품은 피부에 남은 금속이온을 제거해 피부 건강을 유지하기 위해 사용되었습니다.,,,,,2026-08-25T09:52:34.075529
ingredient,1021,,셀룰로오스,Cellulose,셀룰로오스는 미끄럼을 조정하고 제품의 흡수성을 높이는 역할을 합니다.,제품이 더 부드럽고 잘 흡수되어 피부에 효과적으로 도달합니다.,,이 제품은 피부에 부드럽게 흡수되도록 하기 위해 셀룰로오스를 포함하고 있습니다.,,,,,2026-08-25T09:52:38.660860
ingredient,7864,,아이소나이아신아마이드,Isoniacinamide,벗겨짐을 줄이고 탄력을 회복시켜 건조하고 손상된 피부의 외관을 개선시키는 성분.,,,,,,,,2026-08-25T10:55:23.702569
ingredient,15345,,나이아신아마이드하이드록시시트레이트,Niacinamide Hydroxycitrate,벗겨짐을 줄이고 탄력을 회복시켜 건조하고 손상된 피부의 외관을 개선시키는 성분.,,,,,,,,2026-08-25T10:55:25.181943
ingredient,21387,,다이하이드로나이아신아마이드리보사이드아세틸트라이-t-부틸트립토파네이트,Dihydroniacinamide Riboside Acetyl Tri-t-Butyl Tryptophanate,"유해한 자극에 노출되어있거나 상처입은 피부를 일시적으로 보호하여 증상을 완화시킬 수 있도록 하는 성분. 미국에서는 피부보호제가 OTC (Over-The-Counter) 의약품 성분으로 규제된다. 벗겨짐을 줄이고 탄력을 회복시켜 건조하고 손상된 피부의 외관을 개선시키는 성분. 모발에 특별한 효과를 부여하는 성분으로 모발의 외형과 느낌 개선, 유연성 증대, 스타일 증진, 윤택 및 광택 부여, 모발의 질감 개선 등을 목적으로 함.",,,,,,,,2026-08-25T10:55:26.623777
ingredient,12946,,나이아신아마이드글라이콜레이트,Niacinamide Glycolate,벗겨짐을 줄이고 탄력을 회복시켜 건조하고 손상된 피부의 외관을 개선시키는 성분.,,,,,,,,2026-08-25T10:55:32.301533
ingredient,12948,,나이아신아마이드말레이트,Niacinamide Malate,벗겨짐을 줄이고 탄력을 회복시켜 건조하고 손상된 피부의 외관을 개선시키는 성분.,,,,,,,,2026-08-25T10:55:57.000496
ingredient,761,,사이아노코발아민,Cyanocobalamin,피부컨디셔닝제로 피부의 탄력을 회복시키고 건조함을 개선해 줍니다.,피부의 건조함을 줄여 매끄럽고 탄력 있는 피부를 유지할 수 있어요.,,이 제품은 피부의 건조함을 개선하고 탄력을 회복시키기 위해 배합되었습니다.,,,,,2026-08-25T11:41:10.646896
ingredient,3697,,폴리글루타믹애씨드,Polyglutamic Acid,피부를 부드럽게 하고 탄력을 회복시켜 건조한 피부를 개선하는 성분입니다.,피부의 탄력과 부드러움을 높여 건강한 피부를 유지할 수 있습니다.,,"이 제품은 피부를 부드럽게 하고 탄력을 회복시키는 데 사용되어, 피부의 건강을 개선합니다.",,,,,2026-08-25T11:41:15.321801
ingredient,18377,,3-O-에틸아스코빅애씨드,3-O-Ethyl Ascorbic Acid,피부컨디셔닝제로 피부 탄력을 회복시키고 건조한 피부를 개선해 줍니다.,피부의 건조함을 줄여 매끄럽고 탄력 있는 피부를 유지할 수 있어요.,,이 제품은 피부의 건조함과 탄력 저하를 개선하기 위해 배합되었습니다.,,,,,2026-08-25T11:41:19.713723
ingredient,7130,,세라마이드엔피,Ceramide NP,세라마이드엔피는 피부와 모발을 보호하고 탄력을 회복시키는 성분입니다.,피부와 모발의 건강을 유지하며 매끄러운 외관을 제공합니다.,,이 제품은 피부와 모발의 건강을 개선하기 위해 세라마이드엔피를 포함하고 있습니다.,,,,,2026-08-25T11:41:24.026380
ingredient,3755,,덱스트린,Dextrin,"덱스트린은 제품의 텍스처를 개선하고, 피부에 부드럽게 흡수되도록 도와주는 성분입니다.",피부에 부드럽게 흡수되어 사용감을 개선해 줍니다.,,이 제품의 수분 보충과 미백 효과를 더 잘 전달하기 위해 사용되었습니다.,,,,,2026-08-25T11:41:28.381922
ingredient,1737,,아시아티코사이드,Asiaticoside,아시아티코사이드는 피부를 건강하게 유지하고 산화를 방지하는 역할을 합니다.,피부의 탄력과 수분을 유지해 건강한 피부를 지원합니다.,,이 제품은 피부를 보호하고 수분을 유지하기 위해 아시아티코사이드를 포함하고 있습니다.,,,,,2026-08-25T11:41:49.934128
ingredient,4967,,효모발효추출물,Yeast Ferment Extract,"피부 컨디셔닝을 돕는 성분으로, 피부의 탄력을 회복시키고 건조함을 개선해 줍니다.",피부의 건조함을 줄여 매끄럽고 탄력 있는 피부를 유지할 수 있습니다.,,이 제품의 미백 및 수분 관리 효과를 높이기 위해 함께 사용됩니다.,,,,,2026-08-25T11:42:04.249409
ingredient,540,,병풀추출물,Centella Asiatica Extract,"병풀추출물은 피부를 부드럽게 하고 탄력을 회복시키는 성분으로, 피부의 건조와 손상을 개선해 줍니다.","피부의 탄력과 부드러움을 개선하여, 건강한 피부 상태를 유지하는 데 도움을 줍니다.",,이 제품은 피부를 컨디셔닝하고 수분을 유지하는 데 기여하기 위해 병풀추출물을 포함하고 있습니다.,,,,,2026-08-25T11:42:09.491105
ingredient,1978,,쑥잎추출물,Artemisia Princeps Leaf Extract,쑥잎추출물은 피부를 컨디셔닝해 건조와 손상에 대응하는 성분입니다.,피부 탄력과 외관을 개선해 건강한 피부를 유지할 수 있어요.,,이 제품의 미백과 수분 관리 목적을 지원하는 성분이에요.,,,,,2026-08-25T11:42:13.796420
ingredient,2913,,칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물,Candida Bombicola/Glucose/Methyl Rapeseedate Ferment,"피부를 깨끗하게 하고 보호하며, 수분을 끌어들여 피부를 부드럽게 해주는 성분입니다.","피부에 윤활제 역할을 해 피부를 부드럽게 해주고, 수분을 공급해 건강한 피부를 유지할 수 있습니다.",,"이 제품은 피부를 깨끗하게 하고, 보호하며 수분을 공급하기 위해 사용되었습니다.",,,,,2026-08-25T11:42:18.855402
ingredient,1265,,소듐하이알루로네이트다이메틸실란올,Sodium Hyaluronate Dimethylsilanol,피부를 부드럽게 하고 탄력을 회복시켜 건조한 피부를 개선하는 성분입니다.,피부의 건조함을 개선해 매끄럽고 촉촉한 느낌을 줍니다.,,이 제품의 미백과 수분 관리 목적을 지원하기 위해 사용되었습니다.,,,,,2026-08-25T11:42:27.441339
ingredient,5392,,락토바실러스발효물,Lactobacillus Ferment,"락토바실러스발효물은 피부에 수분을 공급하고, 피부의 유수분 균형을 유지하는 데 도움을 줍니다.",피부에 수분을 공급해 건강하고 윤기 있는 피부를 유지할 수 있습니다.,,"이 제품은 수분과 미백을 목표로 하기 때문에, 피부에 수분을 공급하는 데 기여합니다.",,,,,2026-08-25T11:42:38.012585
ingredient,1496,,스핑고모나스발효추출물,Sphingomonas Ferment Extract,스핑고모나스발효추출물은 피부에 보습과 컨디셔닝 효과를 제공하는 성분입니다.,피부에 수분을 공급하여 건강한 피부 유지에 도움을 줍니다.,,이 제품의 미백 및 수분 관리 목표를 지원하기 위해 포함되었습니다.,,,,,2026-08-25T11:42:42.158016
ingredient,7730,,인도멀구슬나무꽃추출물,Melia Azadirachta Flower Extract,인도멀구슬나무꽃추출물은 피부를 컨디셔닝해 건조와 손상에 대응하는 성분입니다.,피부의 탄력을 회복시켜 매끄럽고 건강해 보이는 효과를 줍니다.,,이 제품의 미백과 수분 관리 목적에 부합하는 성분으로 배합되었습니다.,,,,,2026-08-25T11:42:46.638497
ingredient,2549,,인도멀구슬나무잎추출물,Melia Azadirachta Leaf Extract,인도멀구슬나무잎추출물은 피부를 컨디셔닝해 건조와 손상에 대응하는 성분입니다.,피부의 탄력과 외관을 개선해 건강한 피부를 유지할 수 있어요.,,이 제품의 미백과 수분 관리 목적에 부합하는 성분이에요.,,,,,2026-08-25T11:42:54.792679
ingredient,3124,,울금뿌리추출물,Curcuma Longa (Turmeric) Root Extract,울금뿌리추출물은 제품에 향을 부여하는 역할을 합니다.,제품의 향을 즐겁게 느낄 수 있도록 도와줍니다.,,이 제품은 향을 더 자연스럽게 표현하기 위해 울금뿌리추출물을 사용했습니다.,,,,,2026-08-25T11:43:08.268720
ingredient,2784,,참산호말추출물,Corallina Officinalis Extract,참산호말추출물은 제품에 향을 부여하고 피부를 컨디셔닝해 건조한 피부를 개선하는 역할을 합니다.,피부의 탄력과 외관을 개선해 건강한 피부를 유지할 수 있습니다.,,이 제품은 피부를 컨디셔닝하여 건조함을 줄이는 데 사용되었습니다.,,,,,2026-08-25T11:43:12.998875
ingredient,3731,,폴리글리세릴-10라우레이트,Polyglyceryl-10 Laurate,"피부를 부드럽게 하고, 수분을 유지하는 데 도움을 줍니다.",피부의 탄력을 높여 건조함을 개선해 줍니다.,,이 제품의 미백과 보습 효과를 높이기 위해 사용되었습니다.,,,,,2026-08-25T11:43:16.871643
ingredient,5218,,다이프로필렌글라이콜,Dipropylene Glycol,"다이프로필렌글라이콜은 제품의 점도를 낮추고, 피부를 부드럽게 하며 향을 부여하는 역할을 합니다.",피부를 부드럽게 해주어 사용 후 촉촉하고 매끄러운 느낌을 줍니다.,,이 제품은 피부를 컨디셔닝하여 건조함을 개선하기 위해 사용됩니다.,,,,,2026-08-25T11:43:25.894861
ingredient,3287,,트레할로오스,Trehalose,"트레할로오스는 보습제로 피부에 수분을 유지시키고, 감미제로 제품의 향을 증진시킵니다.",피부에 수분을 오래 유지해 건강한 피부를 유지할 수 있습니다.,,"이 제품은 피부에 수분을 오래 유지시키고, 제품의 향을 증진시키기 위해 사용되었습니다.",,,,,2026-08-25T11:43:40.648675
ingredient,4646,,하이드록시프로필사이클로덱스트린,Hydroxypropyl Cyclodextrin,하이드록시프로필사이클로덱스트린은 금속이온을 불활성화하고 유화의 안정성을 높이는 역할을 합니다.,화장품의 성분이 피부에 안정적으로 작용하도록 도와줍니다.,,이 제품의 진정 효과를 높이기 위해 금속이온의 영향을 줄이는 데 사용되었습니다.,,,,,2026-08-25T11:43:50.139578
ingredient,1256,,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,Glyceryl Acrylate/Acrylic Acid Copolymer,"피부에 수분을 끌어들이고, 제품의 점도를 조절해 부드럽게 마무리해 줍니다.","피부에 수분을 공급해 보습 효과를 높이고, 사용감을 부드럽게 해줍니다.",,"제품의 사용감을 부드럽게 하고, 피부에 수분을 공급해 보습 효과를 높이기 위해 사용되었습니다.",,,,,2026-08-25T11:43:59.949795
ingredient,12947,,나이아신아마이드락테이트,Niacinamide Lactate,벗겨짐을 줄이고 탄력을 회복시켜 건조하고 손상된 피부의 외관을 개선시키는 성분.,,,,,,,,2026-08-25T15:38:59.185678
ingredient,3854,,도코사헥사에노익애씨드,Docosahexaenoic Acid,도코사헥사에노익애씨드는 피부를 부드럽게 하고 탄력을 회복시켜 건조한 피부를 개선하는 성분입니다.,피부의 탄력과 부드러움을 높여 건강한 피부를 유지할 수 있습니다.,,"이 제품은 피부 진정을 목표로 하기 때문에, 피부를 부드럽게 하고 탄력을 회복시키는 효과를 기대할 수 있습니다.",,,,,2026-08-25T11:44:09.768403
ingredient,4023,,피리독신에이치씨엘,Pyridoxine HCl,피리독신에이치씨엘은 피부와 모발의 건강을 유지하는 데 도움을 주는 성분입니다.,피부와 모발의 탄력과 외관을 개선해 주는 효과가 있습니다.,,이 제품은 피부 진정과 보습을 목표로 하기 때문에 피리독신에이치씨엘이 포함되어 있습니다.,,,,,2026-08-25T11:44:23.712290
ingredient,2505,,아이소쿼시트린,Isoquercitrin,산화방지제로 피부 손상을 줄이는 역할을 합니다.,피부의 산화 손상을 예방해 건강한 피부를 유지할 수 있습니다.,,이 제품은 산화방지 효과로 피부 진정을 돕기 위해 사용되었습니다.,,,,,2026-08-25T11:44:32.280472
ingredient,3108,,쿼세틴,Quercetin,쿼세틴은 산화방지와 피부컨디셔닝을 통해 피부 건강을 지키는 성분입니다.,피부의 건조와 손상을 줄여 매끄럽고 탄력 있는 피부를 유지할 수 있습니다.,,이 제품은 피부 진정을 위해 산화방지와 컨디셔닝 효과를 통해 피부를 보호하기 위해 사용됩니다.,,,,,2026-08-25T11:44:37.298448
ingredient,18275,,마카다미아씨오일,Macadamia Ternifolia Seed Oil,마카다미아씨오일은 피부 표면에 보호막을 형성하여 수분 손실을 늦추는 역할을 합니다.,피부에 보호막을 형성해 수분을 오래 유지시켜 건강한 피부를 유지할 수 있습니다.,,이 제품은 수분 보존을 위해 마카다미아씨오일을 포함하여 수분차단을 도와줍니다.,,,,,2026-08-25T11:44:52.228719
ingredient,1154,,소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,이 성분은 제품의 안정성과 사용감을 높이는 데 도움을 줍니다.,"피부에 부드러운 감촉을 제공하며, 사용감을 개선해줍니다.",,제품의 안티케이킹제 및 유화안정제 역할을 하여 사용 시 덩어리 없이 균일하게 발라줍니다.,,,,,2026-08-25T11:45:01.293864
ingredient,3880,,폴리아이소부텐,Polyisobutene,폴리아이소부텐은 제품의 텍스처를 부드럽게 하고 피부에 투명한 막을 형성하여 수분 손실을 줄이는 역할을 합니다.,피부에 투명한 막을 형성해 수분을 오래 유지해 주는 효과가 있습니다.,,이 제품의 수분 보존 기능을 강화하기 위해 사용되었습니다.,,,,,2026-08-25T11:45:06.254096
ingredient,956,,글리세레스-26,Glycereth-26,"글리세레스-26는 피부에 수분을 공급하고, 제품의 점도를 낮추어 사용감을 개선하는 성분입니다.","피부에 수분을 공급해 촉촉함을 유지하고, 사용 시 가벼운 무게감을 제공합니다.",,이 제품의 수분 보습 및 수분차단 목적을 지원하기 위해 사용되었습니다.,,,,,2026-08-25T11:45:15.431167
ingredient,2898,,카프릴릴글라이콜,Caprylyl Glycol,"피부를 부드럽게 하고 윤활제 역할을 하며, 모발의 외형과 느낌을 개선하는 성분입니다.",피부와 모발을 부드럽게 해주어 매끄럽고 윤택한 느낌을 줍니다.,,이 제품의 수분 보습 및 컨디셔닝 효과를 높이기 위해 사용되었습니다.,,,,,2026-08-25T11:45:19.954115
ingredient,2903,,카프릴릴/카프릴글루코사이드,Caprylyl/Capryl Glucoside,"카프릴릴/카프릴글루코사이드는 피부와 모발을 깨끗하게 해주는 계면활성제로, 기름과 먼지를 물에 섞어 씻겨내는 역할을 합니다.",피부의 깨끗함을 유지해 피부 상태를 건강하게 도와줍니다.,,이 제품은 피부의 수분을 보호하고 수분을 차단하는 데 도움을 주기 위해 이 성분을 포함하고 있습니다.,,,,,2026-08-25T11:45:30.009065
ingredient,70,,마데카소사이드,Madecassoside,마데카소사이드는 피부를 보호하고 손상된 피부를 개선하는 역할을 합니다.,피부의 건강을 유지하고 외부 자극으로부터 보호해줍니다.,,이 제품은 피부 보호와 수분 유지에 도움을 주기 위해 포함되었습니다.,,,,,2026-08-25T11:45:43.642463
ingredient,483,,글라이신,Glycine,"글라이신은 피부를 부드럽게 하고, 모발의 탄력을 회복시켜 건조한 피부와 손상된 모발을 개선하는 성분입니다.","피부와 모발의 건강을 유지하며, 외관을 개선해 줍니다.",,"이 제품은 피부의 수분을 유지하고, 건조함을 줄이는 데 사용되며, 글라이신은 이를 보조하는 역할을 합니다.",,,,,2026-08-25T11:45:48.890980
ingredient,916,,세린,Serine,"세린은 피부와 모발을 부드럽게 하고, 향을 부여하는 역할을 합니다.","피부와 모발의 건강을 유지하며, 부드러운 감촉을 제공합니다.",,"이 제품은 피부를 컨디셔닝하고, 수분을 유지하는 데 사용됩니다.",,,,,2026-08-25T11:45:53.076522
ingredient,905,,글루타믹애씨드,Glutamic Acid,피부를 부드럽게 하고 수분을 유지하는 데 도움을 주는 성분입니다.,피부에 수분을 공급해 건강한 피부를 유지할 수 있습니다.,,이 제품은 피부를 보습하고 수분을 유지하는 데 사용됩니다.,,,,,2026-08-25T11:45:57.043801
ingredient,1734,,아스파틱애씨드,Aspartic Acid,아스파틱애씨드는 향을 부여하고 피부와 모발의 건강을 개선하는 역할을 합니다.,피부와 모발의 탄력과 외관을 개선해 건강한 피부를 유지할 수 있어요.,,이 제품은 피부와 모발의 컨디셔닝을 위해 아스파틱애씨드를 포함하고 있어요.,,,,,2026-08-25T11:46:01.810193
ingredient,5360,,라이신,Lysine,라이신은 피부와 모발을 건강하게 관리하는 데 도움을 주는 성분입니다.,피부와 모발의 건강을 개선하여 매끄럽고 윤택한 느낌을 줍니다.,,이 제품은 피부를 보습하고 컨디셔닝하여 건강한 피부를 유지하기 위해 라이신을 포함하고 있습니다.,,,,,2026-08-25T11:46:10.762978
ingredient,3555,,페닐알라닌,Phenylalanine,페닐알라닌은 향을 부여하고 피부와 모발을 컨디셔닝하는 역할을 합니다.,피부와 모발의 건강과 외관을 개선해 주는 효과가 있습니다.,,이 제품은 피부와 모발의 컨디셔닝을 위해 페닐알라닌을 포함하고 있습니다.,,,,,2026-08-25T11:46:19.881366
